compensation_month,advisor_id,advisor_name,team,region,compensation_plan,base_compensation,incentive_payout,total_compensation,leads_assigned,converted_leads,net_new_assets,ending_assets,payout_per_converted_lead,payout_per_dollar_net_new_assets,compensation_percentile,growth_percentile,conversion_percentile
2024-01-01,17,Advisor 17,High Value,Southeast,Growth Plus,8742.17,0.0,8742.17,3,2,0,0,0.0,,0.6956521739130435,0.0,0.9565217391304348
2024-01-01,18,Advisor 18,Retirement Specialists,West,Standard,8791.86,0.0,8791.86,1,0,0,0,,,0.7391304347826086,0.0,0.0
2024-01-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8818.72,0.0,8818.72,3,0,0,0,,,0.782608695652174,0.0,0.0
2024-01-01,1,Advisor 01,Acquisition,Midwest,Standard,8983.39,0.0,8983.39,2,0,0,0,,,0.8260869565217391,0.0,0.0
2024-01-01,4,Advisor 04,Relationship Growth,West,Standard,9000.35,0.0,9000.35,4,1,0,0,0.0,,0.8695652173913043,0.0,0.6086956521739131
2024-01-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,9230.14,0.0,9230.14,1,0,0,0,,,0.9130434782608695,0.0,0.0
2024-01-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,9273.58,0.0,9273.58,6,1,0,0,0.0,,0.9565217391304348,0.0,0.6086956521739131
2024-01-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,9325.74,0.0,9325.74,1,0,0,0,,,1.0,0.0,0.0
2024-02-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,6624.94,0.0,6624.94,3,0,0,0,,,0.0,0.043478260869565216,0.0
2024-02-01,15,Advisor 15,Acquisition,Midwest,Standard,6701.31,0.0,6701.31,5,1,0,0,0.0,,0.043478260869565216,0.043478260869565216,0.6956521739130435
2024-02-01,2,Advisor 02,Acquisition,West,Standard,6846.81,0.0,6846.81,6,1,0,0,0.0,,0.08695652173913043,0.043478260869565216,0.6956521739130435
2024-02-01,1,Advisor 01,Acquisition,Midwest,Standard,6888.15,0.0,6888.15,2,0,0,0,,,0.13043478260869565,0.043478260869565216,0.0
2024-02-01,22,Advisor 22,Acquisition,Northeast,Standard,6650.49,263.62,6914.12,4,1,-642.17,151609.58,263.62,-0.41051434978276785,0.17391304347826086,0.0,0.6956521739130435
2024-02-01,19,Advisor 19,Relationship Growth,West,Standard,6947.73,0.0,6947.73,4,2,0,0,0.0,,0.21739130434782608,0.043478260869565216,0.9130434782608695
2024-02-01,13,Advisor 13,Relationship Growth,Southeast,Standard,7019.63,0.0,7019.63,5,0,0,0,,,0.2608695652173913,0.043478260869565216,0.0
2024-02-01,21,Advisor 21,High Value,West,Growth Plus,7132.46,0.0,7132.46,3,0,0,0,,,0.30434782608695654,0.043478260869565216,0.0
2024-02-01,17,Advisor 17,High Value,Southeast,Growth Plus,6838.2,305.78,7143.99,1,0,2833.93,113075.47,,0.1078996305483904,0.34782608695652173,1.0,0.0
2024-02-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7391.97,0.0,7391.97,2,1,0,0,0.0,,0.391304347826087,0.043478260869565216,0.6956521739130435
2024-02-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7546.61,0.0,7546.61,2,0,0,0,,,0.43478260869565216,0.043478260869565216,0.0
2024-02-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,7548.72,0.0,7548.72,1,0,0,0,,,0.4782608695652174,0.043478260869565216,0.0
2024-02-01,11,Advisor 11,High Value,Midwest,Growth Plus,7556.89,0.0,7556.89,4,0,0,0,,,0.5217391304347826,0.043478260869565216,0.0
2024-02-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,7653.04,0.0,7653.04,4,0,0,0,,,0.5652173913043478,0.043478260869565216,0.0
2024-02-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,7793.28,0.0,7793.28,3,0,0,0,,,0.6086956521739131,0.043478260869565216,0.0
2024-02-01,20,Advisor 20,Relationship Growth,Southeast,Standard,7802.04,0.0,7802.04,4,0,0,0,,,0.6521739130434783,0.043478260869565216,0.0
2024-02-01,5,Advisor 05,Relationship Growth,West,Standard,7816.5,0.0,7816.5,0,0,0,0,,,0.6956521739130435,0.043478260869565216,0.0
2024-02-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,7299.43,614.58,7914.01,1,0,393.97,268283.23,,1.55996649491078,0.7391304347826086,0.9130434782608695,0.0
2024-02-01,3,Advisor 03,Acquisition,Southeast,Standard,8209.76,357.23,8566.99,2,1,39.21,85180.98,357.23,9.110686049477174,0.782608695652174,0.8695652173913043,0.6956521739130435
2024-02-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,8580.29,0.0,8580.29,4,2,0,0,0.0,,0.8260869565217391,0.043478260869565216,0.9130434782608695
2024-02-01,18,Advisor 18,Retirement Specialists,West,Standard,8816.74,0.0,8816.74,4,0,0,0,,,0.8695652173913043,0.043478260869565216,0.0
2024-02-01,8,Advisor 08,Acquisition,West,Standard,9267.32,0.0,9267.32,4,2,0,0,0.0,,0.9130434782608695,0.043478260869565216,0.9130434782608695
2024-02-01,14,Advisor 14,Relationship Growth,Midwest,Standard,8879.51,806.79,9686.3,2,0,0,0,,,0.9565217391304348,0.043478260869565216,0.0
2024-02-01,4,Advisor 04,Relationship Growth,West,Standard,9495.26,254.41,9749.66,6,0,1426.69,1452145.45,,0.17832184987628705,1.0,0.9565217391304348,0.0
2024-03-01,13,Advisor 13,Relationship Growth,Southeast,Standard,6598.93,0.0,6598.93,3,0,0,0,,,0.0,0.08695652173913043,0.0
2024-03-01,1,Advisor 01,Acquisition,Midwest,Standard,6716.77,0.0,6716.77,3,0,0,0,,,0.043478260869565216,0.08695652173913043,0.0
2024-03-01,14,Advisor 14,Relationship Growth,Midwest,Standard,6775.55,7.2,6782.75,3,1,9052.630000000001,1077178.75,7.2,0.0007953489759329608,0.08695652173913043,0.782608695652174,0.6956521739130435
2024-03-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,6849.72,0.0,6849.72,4,2,0,0,0.0,,0.13043478260869565,0.08695652173913043,0.8260869565217391
2024-03-01,11,Advisor 11,High Value,Midwest,Growth Plus,7130.99,0.0,7130.99,1,0,0,0,,,0.17391304347826086,0.08695652173913043,0.0
2024-03-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7215.84,0.0,7215.84,4,2,0,0,0.0,,0.21739130434782608,0.08695652173913043,0.8260869565217391
2024-03-01,8,Advisor 08,Acquisition,West,Standard,6882.13,354.48,7236.61,3,1,0,0,354.48,,0.2608695652173913,0.08695652173913043,0.6956521739130435
2024-03-01,5,Advisor 05,Relationship Growth,West,Standard,7589.22,0.0,7589.22,3,0,0,0,,,0.30434782608695654,0.08695652173913043,0.0
2024-03-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,7446.35,421.93,7868.29,2,0,13647.039999999999,897342.8300000001,,0.030917327127347766,0.34782608695652173,0.9130434782608695,0.0
2024-03-01,3,Advisor 03,Acquisition,Southeast,Standard,7706.89,427.75,8134.64,1,0,-17928.050000000003,1085525.97,,-0.02385925965177473,0.391304347826087,0.0,0.0
2024-03-01,21,Advisor 21,High Value,West,Growth Plus,8381.34,0.0,8381.34,2,0,0,0,,,0.43478260869565216,0.08695652173913043,0.0
2024-03-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8407.22,0.0,8407.22,1,0,0,0,,,0.4782608695652174,0.08695652173913043,0.0
2024-03-01,18,Advisor 18,Retirement Specialists,West,Standard,8601.67,0.0,8601.67,3,0,0,0,,,0.5217391304347826,0.08695652173913043,0.0
2024-03-01,2,Advisor 02,Acquisition,West,Standard,8321.01,307.17,8628.18,3,0,1012.08,91203.13,,0.3035036755987669,0.5652173913043478,0.6956521739130435,0.0
2024-03-01,4,Advisor 04,Relationship Growth,West,Standard,8823.29,22.98,8846.27,2,0,41545.8,2775700.9,,0.0005531245035599266,0.6086956521739131,1.0,0.0
2024-03-01,22,Advisor 22,Acquisition,Northeast,Standard,8861.65,0.0,8861.65,2,0,-3112.76,155178.09,,-0.0,0.6521739130434783,0.043478260869565216,0.0
2024-03-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,9000.38,0.0,9000.38,7,2,0,0,0.0,,0.6956521739130435,0.08695652173913043,0.8260869565217391
2024-03-01,15,Advisor 15,Acquisition,Midwest,Standard,8411.6,768.38,9179.98,4,2,10643.81,678666.44,384.19,0.07219031531002526,0.7391304347826086,0.8260869565217391,0.8260869565217391
2024-03-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,9202.42,8.85,9211.27,1,0,11413.82,278284.47,,0.0007753758163349344,0.782608695652174,0.8695652173913043,0.0
2024-03-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,9219.21,353.64,9572.85,4,0,0,0,,,0.8260869565217391,0.08695652173913043,0.0
2024-03-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,9225.77,407.84,9633.61,6,3,652.82,31079.62,135.94666666666666,0.6247357617720044,0.8695652173913043,0.6521739130434783,1.0
2024-03-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,9245.66,429.54,9675.2,3,1,40430.72,1035368.57,429.54,0.010624099694489735,0.9130434782608695,0.9565217391304348,0.6956521739130435
2024-03-01,17,Advisor 17,High Value,Southeast,Growth Plus,9210.26,596.27,9806.53,1,0,138.95999999999992,184558.97999999998,,4.2909470351180214,0.9565217391304348,0.6086956521739131,0.0
2024-03-01,19,Advisor 19,Relationship Growth,West,Standard,9294.19,570.29,9864.47,3,0,1757.38,382140.16000000003,,0.3245114886933958,1.0,0.7391304347826086,0.0
2024-04-01,11,Advisor 11,High Value,Midwest,Growth Plus,6733.41,0.0,6733.41,4,0,0,0,,,0.0,0.21739130434782608,0.0
2024-04-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,6509.74,254.04,6763.78,2,0,1606.1,68050.56,,0.15817196936678912,0.043478260869565216,0.6086956521739131,0.0
2024-04-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,7099.71,6.06,7105.77,3,1,8203.27,918229.76,6.06,0.0007387297992142157,0.08695652173913043,0.782608695652174,0.5652173913043478
2024-04-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,7242.92,5.63,7248.55,4,1,6706.13,290005.23,5.63,0.0008395303997983934,0.13043478260869565,0.7391304347826086,0.5652173913043478
2024-04-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7516.95,499.83,8016.78,3,0,697.01,31693.74,,0.7171059238748367,0.17391304347826086,0.5217391304347826,0.0
2024-04-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,7719.29,344.44,8063.73,8,1,1426.88,71929.47,344.44,0.24139381027136128,0.21739130434782608,0.5652173913043478,0.5652173913043478
2024-04-01,14,Advisor 14,Relationship Growth,Midwest,Standard,7710.13,395.37,8105.49,0,0,14778.33,1667836.7,,0.026753361171390815,0.2608695652173913,0.8260869565217391,0.0
2024-04-01,18,Advisor 18,Retirement Specialists,West,Standard,8120.78,0.0,8120.78,1,0,0,0,,,0.30434782608695654,0.21739130434782608,0.0
2024-04-01,22,Advisor 22,Acquisition,Northeast,Standard,7619.48,544.12,8163.6,5,1,6034.84,319393.78,544.12,0.09016311948618357,0.34782608695652173,0.6956521739130435,0.5652173913043478
2024-04-01,21,Advisor 21,High Value,West,Growth Plus,8170.43,0.0,8170.43,4,1,0,0,0.0,,0.391304347826087,0.21739130434782608,0.5652173913043478
2024-04-01,4,Advisor 04,Relationship Growth,West,Standard,8143.18,44.4,8187.57,3,0,69616.95999999999,2853570.54,,0.0006377756224919905,0.43478260869565216,0.9565217391304348,0.0
2024-04-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7956.24,334.19,8290.43,2,1,-11314.88,1043249.91,334.19,-0.029535443592861792,0.4782608695652174,0.0,0.5652173913043478
2024-04-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,7619.63,693.04,8312.67,2,0,37875.869999999995,2067579.82,,0.01829766550576924,0.5217391304347826,0.9130434782608695,0.0
2024-04-01,19,Advisor 19,Relationship Growth,West,Standard,7992.39,515.59,8507.98,6,1,16611.11,931702.42,515.59,0.031038864952432438,0.5652173913043478,0.8695652173913043,0.5652173913043478
2024-04-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8586.09,0.0,8586.09,1,0,0,0,,,0.6086956521739131,0.21739130434782608,0.0
2024-04-01,13,Advisor 13,Relationship Growth,Southeast,Standard,8700.7,0.0,8700.7,1,0,0,0,,,0.6521739130434783,0.21739130434782608,0.0
2024-04-01,3,Advisor 03,Acquisition,Southeast,Standard,9162.33,0.0,9162.33,5,0,-5668.04,1090625.9,,-0.0,0.6956521739130435,0.043478260869565216,0.0
2024-04-01,2,Advisor 02,Acquisition,West,Standard,9254.94,0.0,9254.94,7,1,-974.4300000000001,201936.4,0.0,-0.0,0.7391304347826086,0.17391304347826086,0.5652173913043478
2024-04-01,17,Advisor 17,High Value,Southeast,Growth Plus,9269.91,1.08,9270.99,3,0,1938.11,187727.96000000002,,0.0005572439128842017,0.782608695652174,0.6521739130434783,0.0
2024-04-01,8,Advisor 08,Acquisition,West,Standard,8294.66,1027.61,9322.28,3,0,-4328.03,2526842.54,,-0.23743134867364596,0.8260869565217391,0.08695652173913043,0.0
2024-04-01,15,Advisor 15,Acquisition,Midwest,Standard,8417.44,953.84,9371.29,7,0,-2004.23,764286.66,,-0.4759134430679114,0.8695652173913043,0.13043478260869565,0.0
2024-04-01,5,Advisor 05,Relationship Growth,West,Standard,9032.75,467.77,9500.52,6,1,77642.01,2158546.13,467.77,0.006024702348638321,0.9130434782608695,1.0,0.5652173913043478
2024-04-01,1,Advisor 01,Acquisition,Midwest,Standard,9233.92,435.73,9669.65,3,1,0,0,435.73,,0.9565217391304348,0.21739130434782608,0.5652173913043478
2024-04-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,9090.6,973.48,10064.08,1,1,0,0,973.48,,1.0,0.21739130434782608,0.5652173913043478
2024-05-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,6678.63,26.8,6705.43,9,3,34656.54,2251477.6999999997,8.933333333333334,0.0007733028167266554,0.0,0.8695652173913043,1.0
2024-05-01,1,Advisor 01,Acquisition,Midwest,Standard,6808.17,7.26,6815.43,3,1,9498.82,568984.76,7.26,0.0007643054610993787,0.043478260869565216,0.6086956521739131,0.391304347826087
2024-05-01,11,Advisor 11,High Value,Midwest,Growth Plus,6902.31,0.0,6902.31,7,1,0,0,0.0,,0.08695652173913043,0.2608695652173913,0.391304347826087
2024-05-01,22,Advisor 22,Acquisition,Northeast,Standard,7059.36,1.16,7060.52,3,1,1912.4099999999999,327479.87,1.16,0.000606564491923803,0.13043478260869565,0.4782608695652174,0.391304347826087
2024-05-01,3,Advisor 03,Acquisition,Southeast,Standard,6783.5,331.69,7115.19,3,2,-7110.3,1098382.25,165.845,-0.04664922717747493,0.17391304347826086,0.043478260869565216,0.8260869565217391
2024-05-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7221.98,12.64,7234.62,1,0,19279.8,2119184.86,,0.0006556084606686792,0.21739130434782608,0.6956521739130435,0.0
2024-05-01,14,Advisor 14,Relationship Growth,Midwest,Standard,7337.45,24.17,7361.62,1,0,32705.67,1732086.77,,0.0007390155896515804,0.2608695652173913,0.8260869565217391,0.0
2024-05-01,2,Advisor 02,Acquisition,West,Standard,7365.4,0.0,7365.4,1,1,-714.06,208459.28,0.0,-0.0,0.30434782608695654,0.21739130434782608,0.391304347826087
2024-05-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,6889.13,501.0,7390.12,1,1,26623.35,1208057.58,501.0,0.018818067598555404,0.34782608695652173,0.782608695652174,0.391304347826087
2024-05-01,13,Advisor 13,Relationship Growth,Southeast,Standard,7800.29,0.0,7800.29,3,0,0,0,,,0.391304347826087,0.2608695652173913,0.0
2024-05-01,4,Advisor 04,Relationship Growth,West,Standard,7797.06,72.15,7869.21,5,0,123102.84,3040571.6,,0.0005860953329752588,0.43478260869565216,1.0,0.0
2024-05-01,19,Advisor 19,Relationship Growth,West,Standard,7606.01,417.38,8023.39,2,2,21780.15,972599.9,208.69,0.019163320730114345,0.4782608695652174,0.7391304347826086,0.8260869565217391
2024-05-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,7191.54,1045.11,8236.65,3,0,445.9299999999999,130748.24,,2.3436638037360127,0.5217391304347826,0.43478260869565216,0.0
2024-05-01,17,Advisor 17,High Value,Southeast,Growth Plus,8237.14,2.28,8239.42,5,0,2713.4,195520.78,,0.0008402741947372299,0.5652173913043478,0.5217391304347826,0.0
2024-05-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8278.53,0.0,8278.53,5,2,0,0,0.0,,0.6086956521739131,0.2608695652173913,0.8260869565217391
2024-05-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,7883.5,501.64,8385.14,3,0,-5786.82,959044.67,,-0.08668664309586267,0.6521739130434783,0.08695652173913043,0.0
2024-05-01,21,Advisor 21,High Value,West,Growth Plus,8091.11,451.77,8542.87,5,2,6077.36,219214.0,225.885,0.07433655403003936,0.6956521739130435,0.5652173913043478,0.8260869565217391
2024-05-01,5,Advisor 05,Relationship Growth,West,Standard,8546.07,54.8,8600.87,5,0,92196.59,2288719.22,,0.0005943820698791571,0.7391304347826086,0.9565217391304348,0.0
2024-05-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,8934.05,450.45,9384.5,3,1,-34354.01,3636097.1100000003,450.45,-0.013112006429525985,0.782608695652174,0.0,0.391304347826087
2024-05-01,15,Advisor 15,Acquisition,Midwest,Standard,9404.35,8.33,9412.68,2,0,13955.51,846946.58,,0.000596896852927625,0.8260869565217391,0.6521739130434783,0.0
2024-05-01,8,Advisor 08,Acquisition,West,Standard,9379.86,47.24,9427.1,3,1,61129.33,2517309.33,47.24,0.000772787792701147,0.8695652173913043,0.9130434782608695,0.391304347826087
2024-05-01,18,Advisor 18,Retirement Specialists,West,Standard,9472.56,0.0,9472.56,2,1,0,0,0.0,,0.9130434782608695,0.2608695652173913,0.391304347826087
2024-05-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,9210.29,347.55,9557.84,2,1,-3342.2699999999995,386499.81,347.55,-0.1039862129630461,0.9565217391304348,0.13043478260869565,0.391304347826087
2024-05-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,9041.73,853.96,9895.7,3,1,-1026.8899999999996,526079.01,853.96,-0.8315983211444267,1.0,0.17391304347826086,0.391304347826087
2024-06-01,15,Advisor 15,Acquisition,Midwest,Standard,6609.26,14.74,6624.01,6,1,23601.28,874491.5599999999,14.74,0.0006245423977004638,0.0,0.7391304347826086,0.6086956521739131
2024-06-01,18,Advisor 18,Retirement Specialists,West,Standard,6599.01,365.08,6964.09,1,0,0,0,,,0.043478260869565216,0.13043478260869565,0.0
2024-06-01,8,Advisor 08,Acquisition,West,Standard,7121.3,22.47,7143.78,2,1,32130.69,2516599.2199999997,22.47,0.0006993313869076575,0.08695652173913043,0.8695652173913043,0.6086956521739131
2024-06-01,4,Advisor 04,Relationship Growth,West,Standard,7101.45,98.64,7200.09,5,0,130594.83000000002,3138022.45,,0.0007553132080343456,0.13043478260869565,1.0,0.0
2024-06-01,2,Advisor 02,Acquisition,West,Standard,7131.97,247.63,7379.6,2,0,6896.5599999999995,334505.83999999997,,0.035906306912431706,0.17391304347826086,0.43478260869565216,0.0
2024-06-01,11,Advisor 11,High Value,Midwest,Growth Plus,7489.21,0.0,7489.21,1,0,0,0,,,0.21739130434782608,0.13043478260869565,0.0
2024-06-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,7554.04,5.49,7559.53,3,1,9535.02,533748.34,5.49,0.0005757722584745496,0.2608695652173913,0.5652173913043478,0.6086956521739131
2024-06-01,1,Advisor 01,Acquisition,Midwest,Standard,7688.4,4.56,7692.96,5,1,6099.32,587325.49,4.56,0.0007476243253346274,0.30434782608695654,0.391304347826087,0.6086956521739131
2024-06-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7828.05,21.79,7849.84,2,0,29234.69,2082073.47,,0.0007453473937982582,0.34782608695652173,0.8260869565217391,0.0
2024-06-01,3,Advisor 03,Acquisition,Southeast,Standard,7293.87,571.9,7865.77,3,0,24441.83,1362122.45,,0.023398411657392263,0.391304347826087,0.782608695652174,0.0
2024-06-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,7412.05,533.44,7945.49,2,1,64874.03,2518717.65,533.44,0.008222704832735073,0.43478260869565216,0.9130434782608695,0.6086956521739131
2024-06-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,8357.99,9.47,8367.47,1,0,14586.54,394167.67,,0.0006492286724610497,0.4782608695652174,0.6521739130434783,0.0
2024-06-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,8368.95,0.59,8369.55,4,1,1007.37,132366.89,0.59,0.0005856835125127807,0.5217391304347826,0.30434782608695654,0.6086956521739131
2024-06-01,17,Advisor 17,High Value,Southeast,Growth Plus,8817.8,0.0,8817.8,3,2,-1680.79,192557.13,0.0,-0.0,0.5652173913043478,0.08695652173913043,0.9565217391304348
2024-06-01,14,Advisor 14,Relationship Growth,Midwest,Standard,8876.72,0.98,8877.7,4,0,1789.12,1757817.4300000002,,0.0005477553210516903,0.6086956521739131,0.34782608695652173,0.0
2024-06-01,22,Advisor 22,Acquisition,Northeast,Standard,8229.85,710.35,8940.21,2,1,9483.11,563927.54,710.35,0.07490686072396081,0.6521739130434783,0.5217391304347826,0.6086956521739131
2024-06-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,9034.22,10.58,9044.8,2,0,17815.37,946440.6,,0.0005938692264039423,0.6956521739130435,0.6956521739130435,0.0
2024-06-01,20,Advisor 20,Relationship Growth,Southeast,Standard,9095.96,0.0,9095.96,4,3,0,0,0.0,,0.7391304347826086,0.13043478260869565,1.0
2024-06-01,13,Advisor 13,Relationship Growth,Southeast,Standard,9228.94,0.0,9228.94,3,0,0,0,,,0.782608695652174,0.13043478260869565,0.0
2024-06-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,8993.08,376.47,9369.55,3,0,-29569.300000000003,3897620.9299999997,,-0.0127317860077851,0.8260869565217391,0.0,0.0
2024-06-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,9390.28,0.0,9390.28,3,0,-12708.8,2099760.4099999997,,-0.0,0.8695652173913043,0.043478260869565216,0.0
2024-06-01,21,Advisor 21,High Value,West,Growth Plus,8848.78,645.54,9494.32,1,0,8918.880000000001,652782.89,,0.07237904310855173,0.9130434782608695,0.4782608695652174,0.0
2024-06-01,5,Advisor 05,Relationship Growth,West,Standard,9129.33,377.31,9506.64,4,1,90489.25,2365521.5300000003,377.31,0.00416966656260274,0.9565217391304348,0.9565217391304348,0.6086956521739131
2024-06-01,19,Advisor 19,Relationship Growth,West,Standard,9108.05,466.55,9574.6,4,0,12735.65,1214183.73,,0.03663338738109166,1.0,0.6086956521739131,0.0
2024-07-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,6939.91,323.6,7263.51,2,1,5034.9,451116.31,323.6,0.06427138572762121,0.0,0.391304347826087,0.4782608695652174
2024-07-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7210.11,73.81,7283.92,5,1,111593.01000000001,3916678.83,73.81,0.0006614213560508852,0.043478260869565216,0.9565217391304348,0.4782608695652174
2024-07-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,6839.19,620.25,7459.44,1,0,1076.1300000000006,811148.6,,0.5763708845585568,0.08695652173913043,0.21739130434782608,0.0
2024-07-01,2,Advisor 02,Acquisition,West,Standard,7187.34,385.92,7573.25,1,0,-1393.7900000000004,409107.82999999996,,-0.2768853270578781,0.13043478260869565,0.08695652173913043,0.0
2024-07-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,7249.88,337.49,7587.37,2,0,5151.28,211942.12,,0.06551575530741874,0.17391304347826086,0.43478260869565216,0.0
2024-07-01,19,Advisor 19,Relationship Growth,West,Standard,7461.01,352.49,7813.5,3,0,1366.0700000000002,1602055.6600000001,,0.25803216526239503,0.21739130434782608,0.30434782608695654,0.0
2024-07-01,15,Advisor 15,Acquisition,Midwest,Standard,7803.18,10.6,7813.78,1,0,17002.77,892675.9299999999,,0.00062342782970069,0.2608695652173913,0.6956521739130435,0.0
2024-07-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7805.42,9.66,7815.08,2,1,16542.25,2059415.03,9.66,0.0005839592558448821,0.30434782608695654,0.6521739130434783,0.4782608695652174
2024-07-01,18,Advisor 18,Retirement Specialists,West,Standard,7887.27,2.03,7889.3,2,0,2619.39,259472.5,,0.0007749895968145254,0.34782608695652173,0.34782608695652173,0.0
2024-07-01,4,Advisor 04,Relationship Growth,West,Standard,7970.03,24.1,7994.12,3,1,36628.4,3111007.88,24.1,0.000657959397625886,0.391304347826087,0.8260869565217391,0.4782608695652174
2024-07-01,13,Advisor 13,Relationship Growth,Southeast,Standard,8130.03,0.0,8130.03,4,1,0,0,0.0,,0.43478260869565216,0.13043478260869565,0.4782608695652174
